diff_infos,new_price,old_price,nr_of_reviews,rating,availability
"Laptop Gaming Dell G3 15 3579 cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, 8GB + 16GB Intel® Optane™, 1TB, NVIDIA GeForce GTX 1050 4GB, Microsoft Windows 10, Black",3.79999 Lei,"4.59999 Lei(-17%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo YOGA 530-14IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, IPS, Touch, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Liquid Blue, Active Pen",4.69999 Lei,,4 review-uri,width: 100%,ultimul produs in stoc
"Laptop Lenovo ThinkBook 13S cu procesor Intel® Core™ i5-8250U pana la 3.4 GHz, Kaby Lake R, 13.3"", Full HD, 8GB, DDR4, 512GB SSD M.2, Intel® UHD Graphics 620, Windows 10 Pro, Mineral Grey",4.19999 Lei,"4.59999 Lei(-8%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS ZenBook Pro 15 UX550GD cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce GTX 1050 4GB, Microsoft Windows 10 Pro, Deep Dive Blue",6.29999 Lei,"7.89999 Lei(-20%)
                ",1 review,width: 80%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo YOGA C930-13IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 13.9"", UHD, IPS, Touch, 16GB, 2TB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Mica, Active Pen",11.99999 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop 2 in 1 Acer Nitro 5 Spin NP515-51-50D9 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, IPS, Touch, 8GB, 1TB HDD + 256GB SSD, NVIDIA® GeForce® GTX 1050 4GB, Microsoft Windows 10, Obsidian Black",4.99999 Lei,"5.99999 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS 15.6'' X509FA, FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 512GB SSD, GMA UHD 620, No OS, Gri",2.55612 Lei,"3.80800 Lei(-32%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ASUS X541UA cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Intel® HD graphics 620, Endless OS, Chocolate Black",1.59999 Lei,"1.84999 Lei(-13%)
                ",6 review-uri,width: 73.4%,ultimul produs in stoc
"Laptop Gaming Acer Predator Helios 300 PH317-53 cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 17.3"", Full HD, IPS, 144Hz, 16GB, 256GB SSD + 1TB HDD, GeForce RTX 2070 8GB, Windows 10 Home, Abyssal Black",9.19999 Lei,"9.69999 Lei(-50000 Lei)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS VivoBook 15 X540UA cu procesor Intel® Core™ i3-7020U pana la 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Intel® HD Graphics 620, Endless OS, Chocolate Black",1.76120 Lei,"2.85600 Lei(-38%)
                ",3 review-uri,width: 100%,ultimul produs in stoc
"Ultrabook Dell Latitude E7450 cu procesor Intel® Core™ i5-5300U, 2.90GHz, display 14"", Full HD, 16GB, 256GB SSD, Intel® HD Graphics",2.58000 Lei,"3.69000 Lei(-30%)
                ",1 review,width: 80%,livrare in 3 zile
"Laptop Gaming Acer Predator Helios 300 PH317-52-72N5 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 8GB, 512GB SSD, NVIDIA GeForce GTX 1060 6GB, Linux, Black",4.79999 Lei,"5.99999 Lei(-20%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Gaming Dell G5 15 5587 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 1TB HDD + 128GB SSD, NVIDIA® GeForce® GTX 1050 Ti 4GB, Linux, Black",4.19999 Lei,"5.09999 Lei(-17%)
                ",2 review-uri,width: 100%,ultimul produs in stoc
"Laptop Gaming Acer Nitro 5 AN515-52-78T3 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB + 256GB SSD, NVIDIA® GeForce® GTX 1060 6GB, Linux, Shale Black",5.29999 Lei,"5.79999 Lei(-8%)
                ",2 review-uri,width: 90%,ultimul produs in stoc
"Laptop Gaming Dell Inspiron 3579 G3 cu procesor Intel Core i7-8750H pana la 3.9 GHz, 15.6"", Full HD, 8GB, 128GB SSD M.2 + 1TB, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10, Black",4.39999 Lei,"4.79999 Lei(-8%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop gaming ASUS ROG Zephyrus M GU502GU cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, NVIDIA® GeForce GTX 1660Ti 6GB, Windows 10, Brushed Black",7.49999 Lei,"8.79999 Lei(-14%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Asus X509FL cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, NVIDIA GeForce MX250 2GB, Free DOS, Slate Gray",3.28701 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo YOGA 730-13IWL cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Platinum, Bluetooth Active Pen",4.79999 Lei,"5.29999 Lei(-9%)
                ",1 review,width: 60%,în stoc
"Laptop HP 15-bs155nq, Intel Core i3-5005U, 4GB DDR3L, HDD 1TB, Intel HD Graphics, Free DOS",1.29999 Lei,"1.79999 Lei(-27%)
                ",0 review-uri,width: 0%,în stoc
"Laptop 2 in 1 Lenovo YOGA 530-14IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Mineral Grey, Active Pen",3.99999 Lei,,5 review-uri,width: 88%,ultimul produs in stoc
"Laptop Dell Inspiron 3583 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", 8GB, 256GB SSD, AMD Radeon 520 2GB, Linux, Black",2.54999 Lei,"3.09999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Lenovo Legion Y740-17IRHg cu procesor Intel® Core™ i7-9750H pana la 4.50GHz, 17.3"", Full HD, IPS, 144Hz, G-Sync, 16GB, 1TB SSD M.2, NVIDIA® GeForce® RTX 2080 Max-Q 8GB GDDR6, Free DOS, Black",10.89999 Lei,"11.39999 Lei(-50000 Lei)
                ",0 review-uri,width: 0%,în stoc
"Laptop Asus X512FJ cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 1TB HDD, NVIDIA GeForce MX230 2GB, Free DOS, Slate Gray",2.79999 Lei,"3.29999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil HP Pavilion - 14-ce2007nq cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 16GB, 1TB + 128GB SSD, NVIDIA® GeForce® MX130 2GB, Microsoft Windows 10, Silver",4.49999 Lei,"5.29999 Lei(-15%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Ultrabook ASUS 13.3'' ZenBook 13 UX334FL, FHD, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 8GB, 512GB SSD, GeForce MX250 2GB, Win 10 Home, Royal Blue",5.83219 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop Dell Inspiron 3580 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 4GB, 1TB, AMD Radeon 520 2GB, Linux, Black",2.19999 Lei,"2.79999 Lei(-21%)
                ",2 review-uri,width: 50%,în stoc
"Laptop ASUS ZenBook S UX391FA cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 13.3"", Full HD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Deep Dive Blue",5.19999 Lei,"7.29999 Lei(-28%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Acer Nitro AN715 cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, NVIDIA GeForce GTX 1660Ti 6GB , Linux, Black",5.99999 Lei,"7.19999 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook 12 cu procesor Intel® Dual Core™ M3 1.20GHz, 12"", Ecran Retina, 8GB, 256GB SSD, Intel® HD Graphics 615, macOS Sierra, INT KB, Silver",6.29999 Lei,"7.19999 Lei(-12%)
                ",2 review-uri,width: 100%,ultimul produs in stoc
"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.40 GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 655, macOS Mojave, INT KB, Space Grey",10.09999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, AMD Radeon 530 2GB, Free DOS, Iron Grey",1.68980 Lei,"2.97500 Lei(-43%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Acer Aspire 5 A515-54G-549R cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 1TB HDD, NVIDIA® GeForce® MX250 2GB, Endless OS, Black",2.39999 Lei,"3.09999 Lei(-22%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil ASUS VivoBook S15 S530FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 2TB, Intel UHD Graphics 620, Endless OS, Gun Metal",2.79999 Lei,"3.59999 Lei(-22%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo ThinkPad X1 Carbon 6th cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", WQHD, IPS, 16GB, 1TB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",11.91999 Lei,"13.89999 Lei(-14%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming ASUS ROG GL504GS cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 144hz, 3ms, 16GB, 1TB Hybrid HDD + 256GB M.2 SSD, NVIDIA GeForce GTX 1070 8GB, Free DOS, Black",de la 7.56296 Lei,9.99999 Lei,5 review-uri,width: 60%,1 resigilat in stoc
"Laptop Asus X509FA-EJ084, Intel® Core™ i5-8265U, 8GB DDR4, SSD 256GB, Intel® UHD Graphics, Free DOS",2.36999 Lei,"2.69999 Lei(-12%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Lenovo IdeaPad S530-13IWL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, IPS, 8GB, 512GB SSD, Intel® UHD Graphics 620, Free DOS, Liquid Blue",3.09999 Lei,"3.69999 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo IdeaPad S145-15IWL, Intel Core i5-8265U, 4GB DDR4, SSD 256GB, Intel UHD Graphics, Windows 10 Home",2.39999 Lei,"2.79999 Lei(-14%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Acer Nitro 7 cu procesor Intel Core i5-9300H pana la 4.10 GHz, 15.6"", Full HD, IPS, 8GB, 512GB SSD M.2, NVIDIA GeForce GTX 1650 4GB, Free DOS, Black",4.19999 Lei,"5.09999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Dell Inspiron 3576 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB, DVD-RW, AMD Radeon 520 2GB, Microsoft Windows 10, Black",3.69999 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y530-15ICH cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA GeForce GTX 1050 4GB, Free DOS, Black",4.09999 Lei,,2 review-uri,width: 100%,ultimul produs in stoc
"Laptop ultraportabil ASUS VivoBook S14 S430FA cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 14"", Full HD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Gun Metal",4.59999 Lei,"5.69999 Lei(-19%)
                ",5 review-uri,width: 100%,ultimul produs in stoc
"Laptop Gaming Dell Inspiron G3 3579 cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB + 128GB SSD, NVIDIA GeForce GTX 1050 4GB, Ubuntu, Black",3.69999 Lei,"3.99999 Lei(-7%)
                ",1 review,width: 80%,ultimul produs in stoc
"Laptop Lenovo ThinkPad E490 cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, Whiskey Lake, 14"", Full HD, 8GB, 512GB SSD M.2, AMD Radeon RX 550X 2GB, Windows 10 Pro, Black",5.50999 Lei,5.79999 Lei,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo ideapad S145-15IWL cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 1TB + 128GB SSD, Intel UHD Graphics 620, Free DOS, Grey",1.74999 Lei,"1.89999 Lei(-7%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming ASUS TUF FX504GD cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 1TB, nVIDIA® GeForce®  GTX 1050 4GB, Free DOS, Black",4.10700 Lei,,83 de review-uri,width: 83.4%,ultimul produs in stoc
"Laptop Gaming ASUS ROG GL504GV cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 8GB, 1TB Hybrid FireCuda + 256GB SSD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",7.19999 Lei,"8.09999 Lei(-11%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Gaming MSI GS75 Stealth cu procesor Intel® Core™ i7-8750H pana la 4.1 GHz, 17.3"" Full HD, 144Hz, 16GB, 512GB SSD M.2, NVIDIA GeForce RTX 2070 8GB, Windows 10 Home, Black",10.49999 Lei,"12.99999 Lei(-19%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop gaming ASUS ROG Zephyrus S GX502GW cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 240Hz, 16GB, 1TB SSD, NVIDIA® GeForce RTX™ 2070 8GB, Windows 10, Brushed Black",10.99999 Lei,"12.99999 Lei(-15%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y740-17IRHg cu procesor Intel Core i7-9750H pana la 4.5 GHz, 17.3"", Full HD, 144 Hz, 16GB, 1TB SSD M.2, NVIDIA GeForce RTX 2070 8GB, Free DOS, Black",8.79999 Lei,"9.39999 Lei(-6%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Asus ROG Zephyrus S GX531GXR cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 15.6"" Full HD, 240 Hz, 24GB, 1TB SSD M.2, NVIDIA® GeForce RTX™ 2080 Max-Q Design 8GB, Windows 10 Pro, Black",13.49999 Lei,"14.99999 Lei(-10%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP ProBook 6570b cu procesor Intel® Core™ i3-2370M 2.40GHz, 4GB, 500GB, Intel® HD Graphics, dos",95200 Lei,,0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel® Core™ i5 1.6GHz, 8GB, 256GB SSD, Intel UHD Graphics 617, Gold, ROM KB",6.49999 Lei,"7.39999 Lei(-12%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo cu procesor i7-5600U, FullHD IPS (1920X1080) AntiGlare 300 Nits Display, Non-Touch, 4GB, SSD 192GB, Intel® HD Graphics 5500, No Optical Drive, Intel 7265 (2X2 Ac) And Bluetooth 4.0, D-Step, 720P Hd Camera, Win 7 Pro & Win 10 Pro 64bit",4.82499 Lei,"9.57846 Lei(-49%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Asus X509FJ-EJ051, Intel® Core™ i7-8565U, 8GB DDR4, SSD 512GB, NVIDIA GeForce MX230 2GB, Free DOS",3.39999 Lei,"4.09999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ASUS X540UB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", 4GB, 256GB SSD, NVIDIA GeForce MX110 2GB, Endless OS, Chocolate Black",1.78999 Lei,"2.09999 Lei(-14%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Asus X509FA-EJ219, Intel® Core™ i7-8565U, 8GB DDR4, SSD 256GB, Intel® UHD Graphics, Free DOS",2.79999 Lei,"3.19999 Lei(-12%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ASUS X541NA cu procesor Intel® Celeron® N3350 pana la 2.40 GHz, 15.6"", 4GB, 500GB, DVD-RW, Intel® HD Graphics, Endless OS, Chocolate Black",1.14899 Lei,"1.39900 Lei(-17%)
                ",62 de review-uri,width: 71%,ultimul produs in stoc
"Laptop Apple MacBook Pro 13 cu procesor Intel® Dual Core™ i5 2.30GHz, 13.3"", Ecran Retina, 8GB, 128GB SSD, Intel® Iris Plus Graphics 640, macOS Sierra, INT KB, Silver",7.44464 Lei,,21 de review-uri,width: 94.2%,ultimul produs in stoc
"Ultrabook ASUS ZenBook 14 UX433FN-A5222 cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 14"", Full HD, 16GB, 512GB SSD, NVIDIA GeForce MX150 2GB, Endless OS, adaptor retea USB 3 -LAN inclus, Royal Blue",5.17000 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop ultraportabil Lenovo IdeaPad 330S-14IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, MidNight Blue",2.69999 Lei,"3.19999 Lei(-15%)
                ",12 review-uri,width: 93.4%,ultimul produs in stoc
"Laptop Asus ZenBook Duo UX481FA-BM011T, Intel® Core™ i7-10510U, 16GB DDR4, SSD 512GB, Intel® UHD Graphics, Windows 10 Home",6.09999 Lei,"6.99999 Lei(-12%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop 2 in 1 ASUS T101HA-GR030T cu procesor Intel® Atom™ x5-Z8350 pana la 1.92 GHz, Cherry Trail, 10.1"", 4GB, 128GB eMMC, Intel® HD Graphics, Windows 10, Glacier Grey",1.62299 Lei,,20 de review-uri,width: 89%,livrare in 8 zile
"Ultrabook Asus ZenBook 14 UX434FL-AI040T, Intel Core i5-8265U, 14inch, RAM 8GB, SSD 512GB, nVidia GeForce MX250 2GB, Windows 10, Royal Blue",4.96900 Lei,,1 review,width: 100%,în stoc
"Laptop Dell Vostro 3580 cu procesor Intel Core i3-8145U pana la 3.9 GHZ, 15.6"", Full HD, 8GB, 256Gb SSD M.2, Intel UHD Graphics 620, Ubuntu, Black",1.89999 Lei,"2.64999 Lei(-28%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.40 GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 655, macOS Mojave, INT KB, Silver",8.99999 Lei,"10.09999 Lei(-10%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo IdeaPad 330-15IGM cu procesor Intel® Celeron® N4100 pana la 2.40 GHz, 15.6"", Full HD, 4GB, 128GB SSD, Intel® UHD Graphics 600, Free DOS, Coral Red",1.44999 Lei,,2 review-uri,width: 90%,ultimul produs in stoc
"Laptop ASUS X550VX-XX015D cu procesor Intel® Core™ i5-6300HQ 2.30GHz, Skylake™, 15.6"", 4GB, 1TB, DVD-RW, nVIDIA® GeForce® GTX 950M 2GB, Free DOS, Silver",3.19901 Lei,"3.59900 Lei(-11%)
                ",62 de review-uri,width: 90%,ultimul produs in stoc
"Laptop HP 250 G7 cu procesor Intel Core i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel HD Graphics 620, Windows 10 Pro, Dark Ash Silver",2.29999 Lei,"2.74999 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Acer Nitro 5 AN515-52-58Y0 cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Linux, Black",3.59991 Lei,"4.29991 Lei(-16%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.60 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS High Sierra, INT KB, Space Grey",16.33870 Lei,,4 review-uri,width: 95%,ultimul produs in stoc
"Laptop HP 250 G7, Intel® Core™ i5-8265U, 8GB DDR4, SSD 256GB, NVIDIA GeForce MX110 2GB, Free DOS",2.49999 Lei,"2.99999 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo YOGA 730-13IWL cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Iron Grey, Bluetooth Active Pen",4.79999 Lei,"5.39999 Lei(-11%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo V130-15IKB cu procesor Intel Core i3-7020U 2.30 GHz, 15.6"", Full HD, 4GB, 256GB SSD, DVD-RW, Intel HD Graphics 620, Free DOS, Iron Grey",1.59999 Lei,"1.89999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming ASUS ROG Strix G531GU cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, Coffee Lake, 15.6"", Full HD, IPS, 120Hz, 8GB, 512GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, Black",5.89999 Lei,,3 review-uri,width: 86.6%,ultimul produs in stoc
"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel® Core™ i5 1.6GHz, 8GB, 128GB SSD, Intel UHD Graphics 617, Silver, ROM KB",5.49999 Lei,"6.19999 Lei(-11%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ASUS S531FA cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, Intel UHD Graphics 620, Windows 10 Pro, Gun Metal",3.69999 Lei,"4.39999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ASUS VivoBook 15 X540UA cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 512GB SSD, Intel® HD graphics 620, Endless OS, Chocolate Black",1.64999 Lei,"2.29999 Lei(-28%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Dell Inspiron 3576 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon 520 2GB, Ubunu Linux 16.04, Black",3.99999 Lei,,9 review-uri,width: 73.4%,ultimul produs in stoc
"Laptop Dell Inspiron 5584 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX130 2GB, Microsoft Windows 10, Platinum Silver",3.68999 Lei,"4.09999 Lei(-10%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", 4GB, 1TB, Intel® HD Graphics 620, Microsoft Windows 10, Platinum Grey",1.79999 Lei,"2.14999 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop 2 in 1 Microsoft Surface Book 2 cu procesor Intel® Core i7–8650U pana la 4.20 GHz, Kaby Lake R, 13.5"", Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Silver",9.99999 Lei,"11.39999 Lei(-12%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Dell Inspiron 5584 cu procesor Intel® Core™ i7-8565U pana 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB + 128GB SSD, NVIDIA GeForce MX130 4GB, Microsoft Windows 10 Home, Platinum",4.69999 Lei,,1 review,width: 20%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo Miix 520-12IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 12.2"", Full HD, IPS, Touch, 8GB, 512GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Platinum, Active Pen 2",4.89999 Lei,"5.49999 Lei(-10%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming ASUS TUF FX505GE cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 120Hz, 8GB, 1TB + 128GB SSD, NVIDIA GeForce 1050 Ti 4GB, Free DOS, Black",de la 4.09999 Lei,4.29999 Lei,0 review-uri,width: 0%,1 resigilat in stoc
"Laptop Gaming OMEN X 2S by HP 15-dg0007nq cu procesor Intel® Core™ i7 9750H pana la 4.50GHz, 15.6"", Full HD, 144Hz, IPS, Antiglare, 16GB, 2 x 512GB SSD M.2, NVIDIA Geforce RTX 2070 8GB GDDR6, Microsoft Windows 10, Black",14.49999 Lei,"15.99999 Lei(-9%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
